frequency_hz,horizontal,vertical,axial
3.713950010681477920e+01,2.628675197789511957e-08,7.721276184918919984e-08,1.173918473521212948e-07
3.763469344157230978e+01,1.797158921440322465e-08,9.129108848623891424e-08,2.272898243898002503e-08
3.812988677632984036e+01,2.034466811857408219e-08,9.352232962013122803e-08,3.742225359545947058e-08
3.862508011108737094e+01,8.274963786247168766e-08,8.142526479298701180e-08,2.203564794176135624e-08
3.912027344584490152e+01,7.017268414194115665e-08,3.006344696750372274e-08,5.183345016057134380e-08
3.961546678060243210e+01,6.681139359130496351e-08,4.170335844454437218e-08,7.296306167842733253e-08
4.011066011535996267e+01,4.828256353700111471e-04,8.483249999087904544e-08,4.167897023030739401e-08
4.060585345011749325e+01,9.656094579924381135e-04,8.887816351943333895e-08,4.828525284917225299e-04
4.110104678487502383e+01,4.828480458489281925e-04,8.364664413251152853e-08,9.655986040640768828e-04
4.159624011963255441e+01,4.827777752369138238e-04,1.065711780612755469e-07,4.828438392719116776e-04
4.209143345439008499e+01,9.654898209042752592e-04,1.502994141820664574e-07,5.359732649229241704e-08
4.258662678914761557e+01,4.827417647194880558e-04,1.655560001049851581e-07,5.665715216225252720e-08
4.308182012390514615e+01,4.361166973083065192e-08,9.822561472283885724e-08,5.710697579028997692e-08
4.357701345866267673e+01,6.461012310000330745e-08,4.271318344611041127e-08,3.327690207454755761e-08
4.407220679342020730e+01,8.597917225618508220e-08,1.005839060352875240e-07,4.212589646508815197e-08
4.456740012817773788e+01,7.867521237639973272e-08,9.814824073481514733e-08,2.810491466164111720e-08
4.506259346293526846e+01,2.975300247831647034e-08,5.134084543677060349e-08,3.592032693624344134e-08
4.555778679769279904e+01,3.503270653318288051e-08,4.925985254279015898e-08,4.915373271758772970e-08
4.605298013245032962e+01,2.950184147632871056e-08,3.151366072558834540e-08,4.748837984206359008e-08
4.654817346720786020e+01,7.409474980361518201e-08,4.680042445633626569e-08,1.504716138143086480e-08
4.704336680196539078e+01,4.828092342272330461e-04,5.135115475243783352e-08,8.636173831612438749e-08
4.753856013672292136e+01,9.655244991107925657e-04,3.999937419191097750e-08,9.077380240560470381e-08
4.803375347148045194e+01,4.827886060375654546e-04,1.047163787997236996e-07,5.141554615326088697e-08
4.852894680623798251e+01,3.565924562759563934e-08,4.518232514280296696e-08,4.827728501825330086e-04
4.902414014099551309e+01,3.916106569519328507e-08,7.876285428070114853e-09,9.655210025187854197e-04
4.951933347575304367e+01,2.432387959953984071e-08,2.748374255476631358e-08,4.827654129807535071e-04
