frequency_hz,horizontal,vertical,axial
8.759031952879422533e+01,4.489950721477000479e-08,4.632009746121014951e-08,4.102319081771072182e-08
8.808239997558520429e+01,3.414222525973611973e-08,2.331200680555210187e-08,8.271159336652365899e-09
8.857448042237618324e+01,6.285716777860716766e-09,2.939347117459857566e-08,6.041331013394757934e-08
8.906656086916716220e+01,7.383016283712281932e-08,4.425532377270649629e-08,8.083999482521167719e-08
8.955864131595814115e+01,7.830094464952277358e-08,2.257327417095300462e-08,8.633260518575054614e-08
9.005072176274912010e+01,5.950280577426600862e-08,2.468521190910217509e-08,1.312423314113114447e-08
9.054280220954009906e+01,1.931673699670607985e-08,2.026342275781143623e-08,2.787511214079738902e-08
9.103488265633107801e+01,8.229213903173254876e-08,2.572560334940155467e-08,4.661447386355252985e-08
9.152696310312205696e+01,5.938591829567117058e-08,4.989670961239989412e-08,7.558354294715661241e-08
9.201904354991303592e+01,8.038018720569361243e-08,3.448777186424583529e-08,4.978859545745754369e-08
9.251112399670401487e+01,1.079950058046128978e-03,2.924310472447952133e-08,8.283699983847872071e-08
9.300320444349499382e+01,2.159697270188483485e-03,3.160619117899469463e-08,1.052247525315456442e-07
9.349528489028597278e+01,1.079954308843102942e-03,4.319597190600329418e-08,6.609869838232338684e-08
9.398736533707695173e+01,1.010351936225003449e-07,6.279179124058653360e-08,3.079496411656111103e-08
9.447944578386793069e+01,1.453420404067441806e-08,9.139861023461009862e-08,3.400270073235021884e-08
9.497152623065890964e+01,4.234026325500641073e-08,6.532588476675227776e-08,8.918879513283083621e-08
9.546360667744988859e+01,3.055347956709847560e-09,4.949242392644845674e-08,1.094636269466007569e-07
9.595568712424086755e+01,4.260707259521764431e-08,5.405067618831312718e-08,6.361078088744411723e-08
9.644776757103184650e+01,5.842185557967698523e-08,5.201576880334836736e-08,3.704392745031790362e-08
9.693984801782282545e+01,5.079157248896022273e-08,2.465567718114388744e-08,4.216486080221363061e-08
9.743192846461380441e+01,1.040878051992523109e-08,3.134334264563618124e-08,6.172266434482258812e-08
9.792400891140478336e+01,7.434689557628631714e-08,6.871001634258799742e-08,7.515579844678544468e-08
9.841608935819576232e+01,9.033325267441499441e-09,7.968031183600521290e-08,7.401351875683430337e-08
9.890816980498674127e+01,4.830110938705505343e-04,7.432720932576078986e-08,2.124244068607585608e-08
9.940025025177772022e+01,9.658910515116989580e-04,9.578533093172167010e-08,8.998052675783917814e-08
9.989233069856869918e+01,4.829782780929493943e-04,5.111866811255925969e-08,6.585704139719423181e-08
1.003844111453596781e+02,2.039554389546055984e-08,3.279106255724021085e-08,3.262645633962035851e-08
1.008764915921506571e+02,2.779715296875116439e-08,2.009994261398367310e-08,7.018627719358288465e-08
1.013685720389416360e+02,1.399197635320808474e-08,1.895272700936747968e-08,5.573478150170792013e-08
1.018606524857326150e+02,4.904241540916488995e-08,5.545956418406458886e-08,5.629017316390301473e-08
1.023527329325235939e+02,2.571094034145264785e-08,2.685568302712474512e-08,8.738842899863670957e-08
1.028448133793145729e+02,1.124044768780484596e-07,4.815061488583227728e-09,9.907397242305830354e-08
1.033368938261055519e+02,1.392043075004152156e-07,4.731557178242387854e-08,7.246001290531711778e-08
1.038289742728965308e+02,1.113826991445286285e-07,5.195821707088714922e-08,6.773914960121405297e-08
1.043210547196875098e+02,5.481115550136633216e-08,2.577302306370164479e-08,3.557027801326413509e-08
1.048131351664784887e+02,1.901223420369559514e-08,2.993145036995328277e-08,5.119668399491359062e-08
1.053052156132694535e+02,1.474588885124120135e-08,1.088912608871381332e-08,3.843614585937921754e-08
1.057972960600604324e+02,2.746188350298649483e-08,2.264915342002793103e-08,1.676441369325387429e-09
1.062893765068514114e+02,2.460288448600501386e-08,3.842838640279789126e-08,2.262428936161945905e-08
1.067814569536423903e+02,6.581684519974136044e-08,4.037444709931803591e-08,1.021966185456175857e-07
1.072735374004333693e+02,4.018232871557684919e-08,5.101936831424148760e-08,7.352712362939807863e-08
1.077656178472243482e+02,3.153098754491116311e-08,2.912605267514764715e-08,4.653377094660636640e-08
1.082576982940153272e+02,5.759520025180212782e-08,4.741079781037983809e-08,4.498954029964380798e-08
1.087497787408063061e+02,5.564601249003070656e-08,2.029516066854267933e-08,7.438291910483955328e-08
1.092418591875972851e+02,4.224033388932179175e-08,4.809579222957021064e-08,1.170611097659040821e-07
1.097339396343882640e+02,5.627512184267600319e-08,5.894511425060273039e-08,9.867986410886355018e-08
1.102260200811792430e+02,7.232199055013701435e-08,6.166767147227598253e-08,4.119226813966950790e-08
1.107181005279702219e+02,4.414256177486302961e-08,5.425679424562187412e-08,4.711388248162463746e-08
1.112101809747612009e+02,3.631950848892963090e-08,8.699750203591254520e-08,2.652696884374928139e-08
1.117022614215521799e+02,5.775177047225732961e-08,5.573622370769059968e-08,4.862000077974402915e-08
1.121943418683431588e+02,6.119932628096756084e-08,4.324978483904779970e-08,2.876144235572869209e-08
1.126864223151341378e+02,6.613333650734601604e-08,1.067032770752244385e-07,6.891345201507718801e-08
1.131785027619251167e+02,6.583684690701301096e-08,9.659674785867766183e-08,6.321380329372835427e-08
1.136705832087160957e+02,9.727475671947192035e-08,7.407756988154466437e-08,6.425622430780664623e-08
1.141626636555070746e+02,8.983696584860979615e-08,9.822022352923845783e-08,9.952386532397047332e-08
1.146547441022980536e+02,2.802388398070376501e-08,1.269274758638193517e-07,1.172323723541100248e-07
1.151468245490890325e+02,1.436556341136141391e-07,1.061908679703228627e-07,6.619825491135685739e-08
1.156389049958800115e+02,9.562107271250998321e-08,4.641384000070935355e-08,2.630286480853904098e-07
1.161309854426709904e+02,2.079794309256006898e-07,4.164568935378934141e-08,3.130028744383306099e-07
1.166230658894619694e+02,6.123046240086150549e-07,1.234607448994242849e-07,9.889734497481430271e-07
1.171151463362529483e+02,1.404300986106509289e-02,8.918462360579451931e-08,2.255596721613241720e-02
1.176072267830439273e+02,2.735973575460033669e-02,5.735701044242195642e-08,4.510790127654483450e-02
1.180993072298349063e+02,1.264409372507512702e-02,5.833600144433006900e-08,2.255576527084312416e-02
1.185913876766258852e+02,5.877489274020020714e-03,4.740596325512533034e-08,7.922952138329907024e-03
1.190834681234168642e+02,2.031276575430946557e-02,2.064256947556449744e-08,2.505570788072951707e-02
1.195755485702078431e+02,2.615763689181859267e-02,5.594281061865379887e-08,3.370927437027199797e-02
1.200676290169988221e+02,1.452517828980283768e-02,6.827672454395871013e-08,2.449070493387420222e-02
1.205597094637898010e+02,3.865160530004156745e-03,6.944757575980768579e-08,7.790088963849991707e-03
1.210517899105807800e+02,1.932349801702381870e-03,9.129379209343404379e-08,3.065827039027215463e-07
1.215438703573717589e+02,9.662115128340455434e-04,5.855818770163711875e-08,9.395840622511467953e-08
1.220359508041627379e+02,7.866671173746102604e-08,5.404741513019283927e-08,1.306025098519344760e-07
1.225280312509537168e+02,6.907933183813373026e-08,3.742106133501122946e-08,3.241948053226543376e-08
1.230201116977446958e+02,6.060651388611406966e-08,5.036900573893422949e-08,4.338195574157111814e-08
1.235121921445356747e+02,9.383607652421518324e-08,2.194869186369051287e-08,8.338908407235226405e-08
1.240042725913266537e+02,2.540756485554137163e-08,2.718621424150598903e-08,4.192738899354450093e-08
1.244963530381176327e+02,9.620243685012768483e-08,4.117041130139199722e-08,4.138898192921185696e-08
1.249884334849086116e+02,1.230495412894604958e-07,7.961801491878959796e-08,3.731409103101749788e-08
1.254805139316995906e+02,5.922700350888357999e-08,8.589906480649571162e-08,8.032372982135036048e-08
1.259725943784905695e+02,5.355842747899145656e-08,3.782521885478417179e-08,7.896044355867112119e-08
1.264646748252815485e+02,6.797561428830767679e-08,2.691659889707262595e-08,8.024551409197625045e-08
1.269567552720725274e+02,9.590747188068907453e-08,6.546433594004266463e-08,4.103190937914184080e-08
1.274488357188635064e+02,3.664461812713465060e-09,5.347327831920327535e-08,4.912996118646494761e-08
1.279409161656544853e+02,7.717994475930014879e-08,5.264431702837243719e-08,5.438144939527524694e-08
1.284329966124454643e+02,4.709889287482618513e-08,7.391888851403180972e-08,8.327710963270913716e-08
1.289250770592364290e+02,3.966675529981735540e-08,9.053517598700942585e-08,6.717781322637976359e-08
1.294171575060274222e+02,4.395841336019455192e-08,6.080374816643753263e-08,2.715900664836553562e-08
1.299092379528183869e+02,7.306845171785376339e-09,2.369522811123373443e-08,2.874809069345987121e-08
1.304013183996093801e+02,4.897299259107869048e-08,4.258824419016624429e-08,3.198495433634081887e-08
1.308933988464003448e+02,1.781358566325824707e-08,2.595840128579317673e-08,3.973996511093380333e-08
1.313854792931913380e+02,4.505802196895034562e-08,2.327185991644167536e-08,4.274075088469019418e-09
1.318775597399823027e+02,8.113412713482737058e-08,2.311927908175478927e-08,5.597069696762035712e-08
1.323696401867732959e+02,4.832408802801015394e-04,4.408734131244193552e-08,2.907201965443623349e-08
1.328617206335642607e+02,9.663347677935775308e-04,5.054726976485926247e-08,9.522253426544695242e-08
1.333538010803552538e+02,4.831929692395379853e-04,3.736190528685552954e-08,1.236842349760096874e-07
1.338458815271462186e+02,4.536879698399361074e-08,7.778851299693551706e-08,1.167275392384443076e-07
1.343379619739372117e+02,3.600098778541972937e-08,3.223073908725914260e-08,1.001364298139074593e-07
1.348300424207281765e+02,5.303985125888849264e-08,3.255196156407890791e-08,9.990250773307258162e-08
1.353221228675191696e+02,6.377305972135827214e-08,1.227616148249706378e-08,8.022401582215592615e-08
1.358142033143101344e+02,5.364032020417253266e-08,1.139069369613696813e-08,3.923042309239334182e-08
1.363062837611011275e+02,2.561872371642227701e-08,5.338040445264342234e-09,9.180147375703949288e-08
1.367983642078920923e+02,4.530647726495392954e-08,3.459892495481920658e-08,5.975905355007970612e-08
1.372904446546830854e+02,6.784116838252248020e-08,4.818437437943823230e-08,9.960175338892832143e-09
1.377825251014740502e+02,7.195685426054873765e-08,5.507566592793539874e-08,5.086933862106572511e-08
1.382746055482650434e+02,3.015579752281636319e-08,6.407537227212995012e-08,4.277858591209649154e-08
1.387666859950560081e+02,3.828915841832820196e-08,6.628199279190474256e-08,6.905080209983315320e-08
1.392587664418470013e+02,6.816490688358413126e-08,5.862628931046703717e-08,6.073031303102996911e-09
1.397508468886379660e+02,6.595514693808000015e-08,1.597226324339111582e-08,6.196161983773140404e-08
1.402429273354289592e+02,2.498042761919304197e-08,4.658283614188684134e-08,4.703367842962047702e-08
1.407350077822199239e+02,4.332671138588543218e-08,2.927863570340957728e-08,3.399482940320094699e-08
1.412270882290109171e+02,7.535203613389548447e-08,4.189603333835370882e-11,4.234194559771230837e-08
1.417191686758018818e+02,7.323330528808724699e-08,2.104378989060063808e-08,2.578867348861683042e-08
1.422112491225928750e+02,2.874072031912708350e-08,1.340432236296646619e-08,6.167322979754251875e-09
